title,description,symbol,sentiment
UPDATE 3-Facebook exec meets with U.S. lawmakers to discuss privacy,"With a multibillion-dollar
settlement looming for Facebook over user privacy
violations, Chief Operating Officer Sheryl Sandberg met with
U.S. lawmakers on Capitol Hill on Tuesday to discuss legislation
to protect users of the social network, officials said.
  
",FB,
"Google plans new browser tools on privacy, ad transparency","Alphabet Inc
unit Google in the coming months plans to introduce
new internet browser tools to limit how users' web activity is
tracked by advertising companies and give them greater insight
into why certain ads are shown to them, the company announced in
blog posts on Tuesday.
  
",GOOGL,
Valiant Bajrang Punia falls short at Madison Square Garden,Bajrang Punia's winning streak in the international arena came to an end as the Indian wrestler lost a thrilling 65kg category bout to unheralded American Yianni Diakomihalis by a narrow 8-10 margin in the 'Grapple at the Garden - Beat the Streets' event at New York's famous Madison Square Garden.,AAPL,
Apple gets ready for first retail store in India; picks sites in Mumbai,"The vetted spots are comparable to iconic Apple locations on Fifth Avenue in New York, Regent Street in London or the Champs-Elysees in Paris, they said",AAPL,
Facebook chooses London as base for WhatsApp payments: Report,Facebook says it chose UK for the digital payments service because of the country's multicultural workforce.,FB,
3 Keys to Achieving Brand Success on Amazon,"Discover why branded businesses are more successful on Amazon and what you can do to create a stronger brand.
       
",AMZN,
Amazon hit by extensive fraud: Hackers stole money from 100 seller accounts,Amazon found the accounts were likely compromised by phishing techniques that tricked sellers into giving up confidential login information,AMZN,
Google says Singapore's fake news law may hurt innovation,"* Singapore wants to be regional centre for digital
innovation
  
",GOOGL,
CORRECTED-Google says Singapore's fake news law may hurt innovation,"* Singapore wants to be regional centre for digital
innovation
  
",GOOGL,
UPDATE 1-Google says Singapore's fake news law may hurt innovation,"* Singapore wants to be regional centre for digital
innovation
  
",GOOGL,
"Japan's Sharp sees 18 pct profit increase, but misses target","Japan's Sharp Corp, an
Apple Inc supplier, said on Thursday it expects its
operating profit to rise 18.8 percent this year, but well below
its target.
  
",AAPL,
"UPDATE 1-Japan's Sharp expects 19 pct profit rise this year, missing mid-term target","* Results come as parent Foxconn tries to cut Apple reliance
(Adds context, Q4 performance)
  
",AAPL,
UPDATE 2-Google says Singapore's fake news law could  hamper innovation,"* Singapore wants to be regional centre for digital
innovation
  
",GOOGL,
UPDATE 1-Dialog Semi sees revenue growth resuming as China slump fades,"* Margin lift from deal to transfer people and patents to
Apple
  
",AAPL,
"'Naamdars' use naval fleet for holidaying, 'kaamdars' use them to strike at terror:  Arun Jaitley","Echoing sentiments expressed by PM over the use of INS Viraat by late Rajiv Gandhi for a family vacation, finance minister Arun Jaitley on Thursday said while the ""kaamdars"" used India's naval fleet to strike at terror, ""naamdars"" used them for personal reasons. ""The Kaamdars use India's naval assets to strike at terror. The Naamdars use them for personal vacations,"" he said.",AMD,
New Colorado environmental law stalls oil investment,"New environmental regulations in Colorado have chilled investment in the state's oil and gas fields as companies grapple with how local officials will respond to a law giving them more power to restrict energy production.
  
",AAPL,
Uber to price blockbuster IPO against grim market backdrop,"Uber Technologies Inc
will price its initial public offering on Thursday, the most
high-profile U.S. listing since Facebook Inc seven years
ago, against a backdrop of turbulent financial markets and the
plunging share price of its U.S. rival Lyft Inc.
  
",FB,
Polish Amazon workers demand their salaries be doubled,"Amazon workers in Poland
are demanding that their salaries be roughly doubled, the latest
in a spate of labour disputes to hit the world's largest online
retailer.
  
",AMZN,
"Tesla closes $2.7 billion mixed offering of shares, debt","Tesla sold about $860 million in shares and $1.84 billion in debt, after the underwriters exercised their option to buy 15 percent in each offering",TSLA,
Facebook co-founder says it is time to break up the company,"Facebook Inc co-founder and former
Mark Zuckerberg roommate Chris Hughes has called for the break
up of the social network in an opinion piece in the New York
Times.
  
",FB,
"Hamdard says Rooh Afza back in markets, rejects rumours about family feud",Hamdard Laboratories dispelled rumours regarding the shortage of the drink during the crucial Ramzan month,AMD,
US lawmakers urge probe of Amazon's smart speaker for kids,"Four U.S. senators urged the
Federal Trade Commission on Thursday to investigate Amazon.com's
smart speaker aimed at children.
  
",AMZN,
UPDATE 1-Facebook's co-founder joins calls to break up the company,"Facebook Inc co-founder
and former Mark Zuckerberg roommate Chris Hughes called for the
break up of the world's largest social media network in an
opinion piece in the New York Times on Thursday.
  
",FB,
UPDATE 1-U.S. senators say Amazon smart speaker for kids violates privacy law,"Four U.S. senators urged the
Federal Trade Commission on Thursday to investigate Amazon.com
Inc's smart speakers aimed at children, claiming the
devices violate a privacy law that protects children.
  
",AMZN,
"UPDATE 2-Facebook co-founder calls for company breakup, U.S. lawmakers chime in","Facebook Inc co-founder
Chris Hughes on Thursday called for the world's largest social
media company to be split in three and said Chief Executive Mark
Zuckerberg should be held responsible for privacy lapses.
  
",FB,
'Rajiv Gandhi did not use INS Viraat for personal cruise; no foreigners were onboard' says Admiral (retd) Ramdas,,MSFT,
"UPDATE 3-Facebook rejects co-founder's call for breakup, senator urges U.S. antitrust probe","Facebook Inc quickly
rejected a call from co-founder Chris Hughes on Thursday to
split the world's largest social media company in three, while
lawmakers urged the U.S. Justice Department to launch an
antitrust investigation.
  
",FB,
EXPLAINER-What would it take for U.S. regulators to break up Facebook?,"Facebook Inc co-founder
and Mark Zuckerberg's former college roommate Chris Hughes urged
U.S. regulators to break up the social media company in a New
York Times opinion piece on Thursday.
  
",FB,
"Facebook a monopoly, it's time to break it up: Co-founder Chris Hughes",Hughes says Facebook is a monopoly and should be forced to spin off WhatsApp and Instagram,FB,
"UPDATE 4-Facebook rejects co-founder call for breakup, senator urges U.S. antitrust probe","Facebook Inc quickly
rejected a call from co-founder Chris Hughes on Thursday to
split the world's largest social media company in three, while
lawmakers urged the U.S. Justice Department to launch an
antitrust investigation.
  
",FB,
"Facebook rejects co-founder's call for breakup, US senator urges probe",Facebook has been under scrutiny from regulators around the world over data sharing practices as well as hate speech and misinformation on its networks,FB,
UPDATE 2-Uber set to price blockbuster IPO at low end of target range -source,"Uber Technologies Inc
is set to price its initial public offering on Thursday at the
low end of its targeted range, a person familiar with the matter
said, as the company adopts a risk-averse stance toward the most
high-profile U.S. listing since Facebook Inc seven years
ago.
  
",FB,
"UPDATE 5-Facebook rejects co-founder call for breakup, senator urges U.S. antitrust probe","Facebook Inc quickly
rejected a call from co-founder Chris Hughes on Thursday to
split the world's largest social media company in three, while
lawmakers urged the U.S. Justice Department to launch an
antitrust investigation.
  
",FB,
UPDATE 3-Uber prices blockbuster IPO conservatively to raise $8.1 bln -sources,"Uber Technologies Inc
priced its initial public offering on Thursday at the low end of
its targeted range, raising $8.1 billion, two people familiar
with the matter said, adopting a risk-averse stance toward the
most high-profile U.S. listing since Facebook Inc seven
years ago.
  
",FB,
UPDATE 4-Uber prices blockbuster IPO conservatively to raise $8.1 bln,"Uber Technologies Inc
priced its initial public offering on Thursday at the low end of
its targeted range to raise $8.1 billion, adopting a risk-averse
stance toward the most high-profile U.S. listing since Facebook
Inc seven years ago.
  
",FB,
"UPDATE 6-Facebook rejects co-founder call for breakup, senator urges U.S. antitrust probe","Facebook Inc quickly
rejected a call from co-founder Chris Hughes on Thursday to
split the world's largest social media company in three, while
lawmakers urged the U.S. Justice Department to launch an
antitrust investigation.
  
",FB,
Pichai gives his word of honour: Google will never sell data to 3rd parties,"In a New York Times piece, the CEO of the Tech giant reiterates Google's dedication to protecting user privacy",GOOGL,
Why breaking up Facebook is not enough to heal the underlying rot,"The overriding questions that nag at me: What problems are we trying to solve, and does a breakup really address them?",FB,
"Elon Musk works 90 hrs a week to keep Tesla alive, hopes to reduce it to 80 hrs next year","Earlier, the Tesla CEO used to put in 120 hours in a week for smooth functioning .",TSLA,
Amazon's Bezos unveils lunar lander project 'Blue Moon',"Jeff Bezos, the richest man in the world and head of space company Blue Origin, announced his intent to participate in the new race to the Moon with a high-tech lander to carry vehicles and equipment. It will weigh more than three metric tons empty, 15 fully fueled, and be capable of carrying 3.6 tons to the lunar surface ? or 6.5 in a variant model. It is supported by four legs, with an upper deck where equipment can be fixed. A large tank of liquefied nitrogen fuel occupies its center.",AMZN,
Facebook rejects call for its breakup from co-founder Chris Hughes,"Facebook rejected Hughes' call for WhatsApp and Instagram to be made into separate companies, and said the focus should instead be on regulating the internet. Facebook's social network has more than 2 billion users. It also owns WhatsApp, Messenger and Instagram, each used by more than 1 billion people.",FB,
Israel counters Eurovision boycott campaign with Google ads,"Israel has launched a PR campaign to counter calls for a boycott of the upcoming Eurovision Song Contest final in Tel Aviv, using Google ads which refer to the boycott but lead to a glossy website extolling Israel.
  
",GOOGL,
France seeks handle on Facebook algos to help combat hate speech,"French authorities should have
more access to Facebook's algorithms and greater scope to
audit the social media company's internal policies against hate
speech, a report commissioned by President Emmanuel Macron has
concluded.
  
",FB,
India orders anti-trust probe of Google for alleged Android abuse: Report,Competition Commission of India is looking into complaints that allege the Tech giant is blocking rivals using unfair means,GOOGL,
Brazil's BRF posts third consecutive quarterly loss,"Brazilian food processor BRF
SA, the world's largest chicken exporter, said it
lost money for the third consecutive quarter as the company
grapples with higher feed costs and trade restrictions in key
markets such as Saudi Arabia.
  
",AAPL,
"Turkish watchdog says it fines Facebook $271,000 for data breach","Turkey's Personal Data
Protection Authority (KVKK) said on Friday it had fined Facebook
a total of 1.65 million lira ($270,976.01) in April due
to a data breach.
  
",FB,
Amazon in talks with workers in Poland as another strike looms,"Amazon said on Friday it
was in talks with employees in Poland after unions threatened
strike action, seeking higher pay in distribution centres.
  
",AMZN,
UPDATE 1-Amazon holds talks with workers in Poland as strike threatened,"Amazon said on Friday it
was in talks with employees in Poland after unions threatened
strike action, seeking higher pay in distribution centres.
  
",AMZN,
Facebook's Zuckerberg hails French hate speech plan as EU model,"Facebook's Mark Zuckerberg
hailed on Friday France's efforts to regulate hateful content
online as a model for the European Union after meeting French
President Emmanuel Macron in Paris.
  
",FB,
UPDATE 1-Facebook's Zuckerberg hails French hate speech plan as EU model,"* Facebook dismisses break-up call as ""melodramatic""
(Recasts with Zuckerberg quotes, details, reaction)
  
",FB,
UPDATE 2-Facebook's Zuckerberg hails French hate speech plan as EU model,"* Facebook dismisses break-up call as ""melodramatic""
(Adds quotes from Zuckerberg with France 2 television)
  
",FB,
Trial date set for Elon Musk's 'pedo guy' tweet,"A U.S. judge on Friday said Elon Musk
must face a defamation lawsuit by a British diver who said he
was falsely branded a pedophile and child rapist by the chief
executive of electric car company Tesla Inc.
  
",TSLA,
"After Facebook ban, Farrakhan denies hating Jews","Racist demagogue and dangerous fundamentalist to some, heroic crusader for black rights to others, incendiary religious leader Louis Farrakhan is finding the audience for his message increasingly hard to reach.",FB,
India orders antitrust probe of Google for alleged Android abuse: Report,"India?s antitrust watchdog has ordered an investigation into Alphabet Inc?s unit Google for allegedly abusing the dominant position of its popular Android mobile operating system to block rivals, sources aware of the matter said. The Competition Commission of India last year started looking into the complaint, which is similar to one Google faced in Europe.",GOOGL,
"Amazon's inevitable missteps becoming a problem for its products, services",Some experts in antitrust law agree that Amazon doesn't meet the bar for interest from regulators,AMZN,
Google dedicates Doodle to 6th phase of Lok Sabha elections,"Google on Sunday dedicated its doodle to the Phase 6 of the ongoing Lok Sabha elections featuring an inked finger. When you click on the doodle, it takes you to a page on ""How to vote"" which gives information on the voting process at a polling booth. This doodle's reach is only for India.",GOOGL,
U.S. presidential contender Kamala Harris favors look at breaking up Facebook,"Democratic presidential
candidate Kamala Harris said on Sunday that U.S. officials
should consider breaking up Facebook Inc, the world's
largest social media company, saying it is  a utility that has
gone unregulated.
  
",FB,
Facebook takes down fake Italian accounts ahead of EU election,"Facebook said on Sunday it
had taken down numerous Italian accounts on its platform that
were false or were spreading fake news ahead of a European
parliamentary election later this month.
  
",FB,
Sri Lanka blocks some social media platforms after violent incidents,"The Sri Lankan government said
on Monday it was temporarily blocking some social media networks
and messaging apps, including Facebook and WhatsApp,
after violent incidents in the wake of Easter bombings by
Islamist militants.
  
",FB,
"UPDATE 1-Sri Lanka blocks social media platforms after Muslim shops, mosques attacked","Sri Lanka said on Monday it was
temporarily blocking some social media networks and messaging
apps, including Facebook and WhatsApp, after mosques and
Muslim-owned businesses were attacked in the wake of Easter
bombings by Islamist militants.
  
",FB,
REFILE-UPDATE 2-Sri Lanka blocks social media after worst anti-Muslim unrest since Easter bombings,"Sri Lanka is temporarily
blocking some social media networks and messaging apps,
including Facebook and WhatsApp, it said on Monday after
attacks on mosques and Muslim-owned businesses in the worst
unrest since Easter bombings by Islamist militants.
  
",FB,
SC to hear on Tuesday BJP activist's plea against arrest for sharing morphed photo of Mamata Banerjee,"The SC agreed to hear on Tuesday the plea of a woman BJP activist challenging her arrest by West Bengal police for allegedly sharing a morphed photo of Mamata Banerjee on social media.Priyanka Sharma, a BJP Yuva Morcha leader, allegedly shared on Facebook a photo in which Banerjee's face has been photoshopped on to actor Priyanka Chopra's picture.",FB,
UPDATE 3-Sri Lanka blocks social media after worst anti-Muslim unrest since Easter bombings,"Sri Lanka on Monday temporarily
blocked some social media networks and messaging apps, including
Facebook and WhatsApp, after attacks on mosques and
Muslim-owned businesses in the worst unrest since Easter
bombings by Islamist militants.
  
",FB,
UPDATE 2-Chinese group to delay bailout funding for Apple supplier Japan Display,"* China-Taiwan group was to pump in 80 bln Y as part of
rescue
plan
  
",AAPL,
Amazon introduces new machines that pack orders and replace jobs,This shows Amazon is pushing to reduce labour and boost profits. The changes are yet to be implemented as vetting these changes take a long time.,AMZN,
UPDATE 4-Sri Lanka imposes new curfew as mosques attacked,"Sri Lanka widened a
curfew on Monday after attacks on mosques and Muslim-owned
businesses in the worst unrest since Easter bombings by Islamist
militants and blocked Facebook and WhatsApp to stop
people inciting violence.
  
",FB,
"Sri Lanka stocks, rupee extend falls in dull trade","Sri Lankan shares fell on Monday
for an eight straight session, closing at their lowest in more
than six-and-a-half years, and the rupee slipped for a third day
in dull trade, as the Easter bombings drove off investors.
** Sri Lanka widened a curfew on Monday after attacks on mosques
and Muslim-owned businesses in the worst unrest since Easter
bombings by Islamist militants and blocked Facebook and
WhatsApp to stop people inciting violence.
** Sri Lanka's economic gro
  
",FB,
UPDATE 1-U.S. Supreme Court allows App Store antitrust suit against Apple,"The U.S. Supreme Court on
Monday gave the go-ahead for a lawsuit by consumers accusing
Apple Inc of monopolizing the market for iPhone
software applications and forcing them to overpay, rejecting the
company's bid to escape claims that its practices violate
federal antitrust law.
  
",AAPL,
U.S. top court allows App Store antitrust suit against Apple,"The U.S. Supreme Court on
Monday gave the go-ahead for a lawsuit by consumers accusing
Apple Inc of monopolizing the market for iPhone
software applications and forcing them to overpay, rejecting the
company's bid to escape claims that its practices violate
federal antitrust law.
  
",AAPL,
UPDATE 2-U.S. Supreme Court allows App Store antitrust suit against Apple,"The U.S. Supreme Court on
Monday gave the go-ahead for a lawsuit by consumers accusing
Apple Inc of monopolizing the market for iPhone
software applications and forcing them to overpay, rejecting the
company's bid to escape claims that its practices violate
federal antitrust law.
  
",AAPL,
UPDATE 3-U.S. Supreme Court allows App Store antitrust suit against Apple,"The U.S. Supreme Court on
Monday gave the go-ahead for a lawsuit by consumers accusing
Apple Inc of monopolizing the market for iPhone
software applications and forcing them to overpay, rejecting the
company's bid to escape claims that its practices violate
federal antitrust law.
  
",AAPL,
UPDATE 4-U.S. Supreme Court lets App Store antitrust suit proceed against Apple,"The U.S. Supreme Court on
Monday gave the go-ahead for a lawsuit by consumers accusing
Apple Inc of monopolizing the market for iPhone
software applications and forcing them to overpay, rejecting the
company's bid to escape claims that its practices violate
federal antitrust law.
  
",AAPL,
Facebook raises minimum wages for U.S. contract workers to $20/hr,"Facebook Inc said on Monday it was
raising wages for its U.S. contract workers, such as cafeteria
staff and janitors, to a minimum of $20 per hour in San
Francisco Bay Area, New York and Washington D.C. and $18 per
hour in Seattle.
  
",FB,
"US Supreme Court rejects Apple's bid, allows anti-trust lawsuit to proceed","Apple shares were down about 5% after the justices, in a 5-4 ruling, upheld a lower court's decision to allow the proposed class action lawsuit to proceed",AAPL,
Apple revamps its TV app ahead of streaming service launch,"Apple Inc on Monday rolled out a
new television-watching app for its devices and some
Internet-connected TVs, an effort to gain more revenue from
reselling other companies' programming and, later this year, its
own original shows.
  
",AAPL,
UPDATE 1-Facebook raises minimum wages for U.S. contract workers to $20/hr,"Facebook Inc said on Monday it was
raising wages for its U.S. contract workers, such as cafeteria
staff and janitors, to a minimum of $20 per hour in San
Francisco Bay Area, New York and Washington D.C. and to $18 per
hour in Seattle.
  
",FB,
Twitter accidentally shares user location data with advertising partner,"Twitter Inc said on Monday it
may have accidentally collected and shared location data of some
users accessing its app through Apple devices with an
advertising partner.
  
",AAPL,
UPDATE 2-Facebook raises minimum wage for U.S. contract workers to $20/hr,"Facebook Inc said on Monday it was
raising its minimum wage for all U.S. contract workers, reacting
to rising costs of living as it faces intense scrutiny over the
treatment of ordinary employees and their pay.
  
",FB,
"UPDATE 5-In setback for Apple, U.S. Supreme Court lets App Store antitrust suit proceed","* Apple expresses confidence it will win lawsuit
(Recasts first paragraph, adds Apple statement and stock
update)
  
",AAPL,
"UPDATE 6-In setback for Apple, U.S. Supreme Court lets App Store antitrust suit proceed","* Apple expresses confidence it will win lawsuit
(Adds Breakingviews link, closing share price)
  
",AAPL,
UPDATE 1-Facebook facing 20-year consent agreement after privacy lapses -source,"The social media giant
Facebook Inc is headed toward an agreement with the U.S.
government over its privacy policies and practices that would
put it under 20 years of oversight, according to a source
knowledgeable about the discussions.
  
",FB,
Facebook facing 20-year consent agreement after privacy lapses -source,"The social media giant
Facebook Inc is headed toward an agreement with the U.S.
government that would put it under 20 years of oversight,
according to a source knowledgeable about the discussions.
  
",FB,
Amazon extends lead as top retail brand in Kantar/WPP survey,"Amazon has almost
doubled its brand value to $316 billion as it expands in areas
like entertainment and smart speakers, while China's Alibaba
is now the world's second most valuable retail brand, a
survey showed on Tuesday.
  
",AMZN,
Walmart fights back against Amazon with one-day shipping in some U.S. markets,"Walmart Inc is
stepping up its battle with Amazon.com Inc by offering
one-day delivery without a shipping fee, weeks after Amazon
announced a similar offer - a move that will intensify the race
to deliver orders to shoppers faster.
  
",AMZN,
Carbon emissions from big power plants to be quantified,"The financial think-tank was selected for the project, funded by a $1.7 million grant from Google.org, through the Google AI Impact Challenge.",GOOGL,
Members only: US retailers revamp loyalty schemes for Amazon era,"With private fitting rooms, members-only
stores and clever apps, U.S. department stores are reinventing
their old and tested loyalty programs to fend off the challenge
from e-commerce giant Amazon.com Inc and other online
rivals.
  
",AMZN,
Tesla car catches fire in Hong Kong parking lot - media,"A Tesla Inc electric
car caught fire in a parking lot in a Hong Kong shopping mall,
the Apple Daily newspaper said on Tuesday, but no one was
injured in the blaze, whose cause was not immediately known.
  
",AAPL,
Amazon partners UK's Next for click & collect service,"Amazon has teamed-up
with British clothing chain Next to offer a network of
stores where the U.S. online retail giant's UK customers can
collect their parcels.
  
",AMZN,
SC asks BJP youth leader to tender unconditional apology over morphed photo of Mamata Banerjee,The Supreme Court on Tuesday asked BJP youth wing leader Priyanka Sharma to tender unconditional apology for posting a morphed photogrpah of West Bengal CM Mamta Banerjee on Facebook to get bail. Sharma had approached the SC challenging her arrest by West Bengal police for posting a morphed image of Mamata on social media.,FB,
WhatsApp urges users to upgrade app after report of spyware attack,"Facebook's WhatsApp on
Tuesday urged users to upgrade to the latest version of its
popular messaging app following a report that users could be
vulnerable to having malicious spyware installed on phones
without their knowledge.
  
",FB,
WhatsApp informs Irish regulator of 'serious security vulnerability',"Facebook's WhatsApp has
informed its lead regulator in the European Union, Ireland's
Data Protection Commissioner (DPC), of a serious security
vulnerability on its platform, the DPC said on Tuesday.
  
",FB,
UPDATE 1-WhatsApp urges users to upgrade app after report of spyware attack,"Facebook's WhatsApp
urged users to upgrade to the latest version of its popular
messaging app following a report that users could be vulnerable
to having malicious spyware installed on phones without their
knowledge.
  
",FB,
"Foxconn posts fall in Q1 profit, lagging estimates","Taiwan's Foxconn, the
world's largest contract manufacturer, reported on Tuesday a
bigger fall in quarterly profit than analysts had expected, amid
waning demand for electronics from its key customers, including
Apple Inc.
  
",AAPL,
RPT-Members only: US retailers revamp loyalty schemes for Amazon era,"With private fitting rooms, members-only
stores and clever apps, U.S. department stores are reinventing
their old and tested loyalty programs to fend off the challenge
from e-commerce giant Amazon.com Inc and other online
rivals.
  
",AMZN,
UBS looks to machine learning to plug FX liquidity gaps,"As global currency markets
grapple with a growing number of flash crashes triggered by
shutdowns in algorithmic trading systems when volatility spikes,
UBS is utilising machine learning technology to carry
on dealing.
  
",AAPL,
"Microsoft to spend $100 mln on Kenya, Nigeria tech development hub","Microsoft Corp will
invest $100 million to open an Africa technology development
centre with sites in Kenya and Nigeria over the next five years,
the company said on Tuesday.
  
",MSFT,
UPDATE 3-WhatsApp to refer security breach to U.S. authorities,"* FT reports that spyware injected via WhatsApp calls
(Recasts with more detail from Whatsapp, cyber security expert,
Facebook share price)
  
",FB,
"Google to show ads on homepage of mobile site, app","Alphabet Inc's
Google will begin featuring ads on the homepage of its mobile
website and smartphone app later this year, it said on Tuesday,
giving the search engine a huge new supply of ad slots to boost
revenue.
  
",GOOGL,
"UPDATE 3-Disney takes control of Hulu to challenge Netflix, Amazon","Walt Disney Co said it will take
full control of the Hulu service in a deal with Comcast Corp
, as it vies for a bigger piece of the global video
streaming market dominated by companies such as Netflix Inc
.
  
",AMZN,
"UPDATE 4-Disney takes control of Hulu to challenge Netflix, Amazon","Walt Disney Co said it will take
full control of the Hulu service in a deal with Comcast Corp
, as it vies for a bigger piece of the global video
streaming market dominated by companies such as Netflix Inc
.
  
",AMZN,
CORRECTED-OFFICIAL-Google to show ads on homepage of app,"Alphabet Inc's
Google will begin featuring ads on the homepage of its
smartphone app worldwide later this year, it said on Tuesday,
giving the search engine a huge new supply of ad slots to boost
revenue.
  
",GOOGL,
UPDATE 1-Google to push new ads on its apps to snare shoppers,"Alphabet Inc's
Google will begin featuring ads on the homepage of its
smartphone app worldwide later this year, as the search engine
expands its advertising real estate to boost revenue from mobile
shoppers.
  
",GOOGL,
Privacy should not be a luxury good,"
    GOOGLE products are designed to be helpful. They take the friction out of daily life (for example, by showing you the fastest route home at the end of a long day) and give you back time to spend on things you actually want to do. We feel privileged that billions of people trust products such as Search, Chrome, Maps and Android to help them every day.
  ",GOOGL,
UPDATE 2-Google to push new ads on its apps to snare shoppers,"Whether you are Googling
on the couch, fiddling with Maps in the car or swiping through
the Discover feed on the toilet, expect Alphabet Inc's
Google to put ads in several new spots this year.
  
",GOOGL,
"Facebook restricts Live feature, citing New Zealand shooting","Facebook Inc said
on Tuesday it was tightening rules around its livestreaming
feature ahead of a meeting of world leaders aimed at curbing
online violence in the aftermath of the Christchurch massacre.
  
",FB,
Facebook tightens live-streaming in crackdown on violence,"FB  is tightening access to livestreaming to prevent the rampant sharing of graphic video as took place with the Christchurch massacre. A ""one-strike"" policy at Facebook Live will be applied to a broader range of offenses, with those who violate serious policies suspended from using the feature after a single offense.",FB,
"UPDATE 1-Facebook restricts Live feature, citing New Zealand shooting","Facebook Inc said
on Tuesday it was tightening rules around its livestreaming
feature ahead of a meeting of world leaders aimed at curbing
online violence in the aftermath of a massacre in New Zealand.
  
",FB,
Congress has fielded two batsmen to take blame for poll defeat: PM Narendra Modi,"In a veiled dig at Congress leaders Mani Shankar Aiyar and Sam Pitroda, PM Narendra Modi said they were tasked by the party to take the responsibility for the poor poll show. The Prime Minister has often targeted Rahul Gandhi, calling him ""naamdar"".",AMD,
Lost US passport in Austria? McDonald's can help,"Lost and hungry for help? American citizens who find themselves in distress in Austria can now seek support at an unusual address -- McDonald's. Under a new partnership, outlets of the US fast food chain throughout Austria will help American citizens from Wednesday to get in touch with their embassy, it said on Facebook.",FB,
"UPDATE 2-Apple supplier Japan Display cannot promise return to profit, bailout worries stay","* Restructuring steps not enough to offset bleak screen
demand
  
",AAPL,
"Facebook political ad revenues start tapering off, party spends drop by 18%","Some last-minute Congress spending sees it climb the ranks, but BJP still dominates",FB,
Exclusive: Tesla's solar factory is exporting most of its cells - document,"The ""great majority"" of solar cells being produced at Tesla's factory in upstate New York are being sold overseas instead of being used in the company's trademark ""Solar Roof"" as originally intended, according to documents reviewed by Reuters.
  
",TSLA,
EXCLUSIVE-Tesla's solar factory is exporting most of its cells - document,"The exporting underscores the depth of Tesla's troubles in the U.S. solar business, which the electric car maker entered in 2016 with its controversial $2.6 billion purchase of SolarCity",TSLA,
2 Quick Steps to Getting Started as an Amazon Seller,"Once you've decided to begin selling your products on Amazon, you can jump in pretty quickly by following these two steps.
       
",AMZN,
Tesla says solar factory will now make EV chargers and other products,"Tesla Inc said on Wednesday its
solar factory in Buffalo, New York would become the
""manufacturing home"" for its electric vehicle Supercharger
cabinets and other energy storage products.
  
",TSLA,
"UPDATE 2-Facebook restricts Live feature, White House snubs call for New Zealand shooting response","* Facebook, Microsoft, Google, Twitter sign non-binding
accord
  
",FB,
UPDATE 1-Tesla says solar factory will now make EV chargers and other products,"Tesla Inc said on Wednesday its
solar factory in Buffalo, New York, would become the
""manufacturing home"" for its electric vehicle Supercharger
cabinets and other energy storage products as it seeks to meet
employment targets tied to state subsidies linked to the
facility.
  
",TSLA,
IDC forecasts over 7% global decline in 2019 semiconductor revenue,"Worldwide semiconductor revenue is
expected to fall 7.2% in 2019 after three straight years of
growth, as the industry grapples with slowing smartphone sales
and weak demand in China, research firm International Data
Corporation (IDC) said on Wednesday.
  
",AAPL,
UPDATE 2-Tesla's New York solar factory making other products in bid to boost jobs,"Tesla Inc on Wednesday said its
solar factory in Buffalo, New York, would become the
""manufacturing home"" for its electric vehicle Supercharger
cabinets and other energy storage products as it seeks to meet
employment targets tied to state subsidies.
  
",TSLA,
Soros Fund Management increases stake in Tesla convertible bonds -filings,"Billionaire George Soros' investment
firm, Soros Fund Management Llc, raised its stake in Tesla Inc's
convertible bonds due in 2021 by 17.5 million
convertible bonds to 37.5 million convertible bonds as of the
end of the first quarter, according to a filing with the U.S.
Securities and Exchange Commission late Wednesday.
  
",TSLA,
Tesla says it plans software update amid vehicle fire investigation,"Tesla Inc said on
Thursday that it would roll out a software update to protect
batteries while it conducts an investigation into incidents in
which its vehicles caught fire.
  
",TSLA,
Tesla to update battery software following car fire -Electrek,"Electric carmaker Tesla Inc will
update its battery software after a Tesla Model S caught fire in
a parking lot in a Hong Kong shopping mall on Sunday, Electrek
reported on Wednesday.
  
",TSLA,
UPDATE 1-Tesla to update battery software following car fires,"Tesla Inc will update its
battery software after two recent fires involving its Model S
electric vehicles (EV) in Shanghai and Hong Kong, the U.S.
automaker said on Thursday, adding that investigations into the
incidents are ongoing.
  
",TSLA,
Tesla's solar factory is exporting most of its cells,"The exporting underscores the depth of Tesla's troubles in the U.S. solar business, which the electric car maker entered in 2016 with its controversial $2.6 billion purchase of SolarCity",TSLA,
Who burned Notre Dame? Brussels goes after fake news as EU election nears,"* Facebook, Google try proactive approach to avoid EU
legislation
  
",FB,
"Tata Sky to stream Amazon, Hotstar, content from other apps at Rs 249/month","The service will initially offer digital content from, Hotstar, Sun NXT, Eros NOW, Hungama Play via a single subscription fee of Rs 249 a month",AMZN,
"On the radar: Nissan stays cool on lidar tech, siding with Tesla","Nissan Motor Co Ltd
said on Thursday it would, for now, stick to self-driving
technology which uses radar sensors and cameras, avoiding lidar
or light-based sensors because of their high cost and limited
capabilities.
  
",TSLA,
"Amazon faces backlash in India for selling shoes, rugs with images of Hindu gods","Amazon.com faced a
social media backlash in India on Thursday after toilet seat
covers and other items with images of Hindu gods were spotted on
the U.S. retailer's website, making #BoycottAmazon the country's
top trending topic on Twitter.
  
",AMZN,
Amazon faces boycott call for selling toilet seats with Hindu gods' images,"The episode is reminiscent of an incident in 2017 when New Delhi took the Seattle, Washington-based company to task after its Canadian website was spotted selling doormats resembling India's flag",AMZN,
