date,title,description
6/3/19 15:30,Apple Confirms the End of iTunes,"In its place will be three media streaming apps: Apple Music, Apple Podcasts, and Apple TV"
6/3/19 17:30,WRAPUP 2-U.S. moving toward major antitrust probe of tech giants,"The U.S. government is
gearing up to investigate the massive market power of Amazon,
Apple, Facebook and Google, sources told Reuters on Monday,
setting up what could be an unprecedented wide-ranging probe of
some of the world's largest companies.
  
"
6/3/19 19:30,WRAPUP 3-U.S. moving toward major antitrust probe of tech giants,"The U.S. government is
gearing up to investigate whether Amazon, Apple, Facebook and
Google misuse their massive market power, sources told Reuters
on Monday, setting up what could be an unprecedented,
wide-ranging probe of some of the world's largest companies.
  
"
6/3/19 20:00,"UPDATE 4-Apple touts privacy in web sign-on war with Facebook, Google","Apple Inc on
Monday launched a ""Sign In With Apple"" function to rival
Facebook and Google web login accounts, drawing a contrast with
rivals by stressing protection of users' information.
  
"
6/4/19 10:00,"Apple CEO says U.S. scrutiny 'fair,' but rejects idea company is a monopoly","Apple Inc Chief
Executive Tim Cook denied that the company is a monopoly as the
U.S. government gears up for a potentially unprecedented probe
into whether the iPhone maker and other technology giants are
misusing their massive market power.
  
"
6/4/19 12:31,Developers sue Apple over App Store practices,"Two app developers on Tuesday sued Apple
Inc over its App Store practices, making claims similar
to those in a lawsuit brought by consumers that the U.S. Supreme
Court recently allowed to proceed.
  
"
6/4/19 19:30,Apple CEO Cook says he doesn't see China targeting Apple in U.S.-China trade dispute,"Apple Inc Chief
Executive Officer Tim Cook said China has not targeted the
company as a result of the U.S.-China trade dispute and he does
not anticipate it will.
  
"
6/4/19 22:00,"Apple forces developers to place its login button above Google, Facebook","Apple Inc will require
developers to position a new ""Sign on with Apple"" button in
iPhone and iPad apps above rival buttons from Alphabet Inc's
Google and Facebook Inc, according to developer
guidelines released this week.
  
"
6/4/19 23:30,"UPDATE 1-Apple asks developers to place its login button above Google, Facebook","Apple Inc will ask developers to
position a new ""Sign on with Apple"" button in iPhone and iPad
apps above rival buttons from Alphabet Inc's Google
and Facebook Inc, according to design guidelines released
this week.
  
"
6/4/19 23:30,"CORRECTED-Apple asks developers to place its login button above Google, Facebook","Apple Inc will ask developers to
position a new ""Sign on with Apple"" button in iPhone and iPad
apps above rival buttons from Alphabet Inc's Google
and Facebook Inc, according to design guidelines released
this week.
  
"
6/5/19 16:30,EXPLAINER-Should Big Tech fear U.S. antitrust enforcers?,"The arcane topic of antitrust law is
getting more attention with the U.S. government gearing up to
investigate whether Alphabet Inc's Google, Facebook
Inc, Apple Inc, and Amazon.com Inc
compete fairly.
  
"
6/6/19 5:00,Toyota's version of 'Baleno': Glanza launched in India at Rs 7.2 lakh,The Glanza comes equipped with features such as touchscreen audio with Android Auto and Apple CarPlay for smart phone based navigation
6/6/19 11:30,FCC votes to give carriers new powers to block 'robocalls',"The U.S. Federal
Communications Commission (FCC) on Thursday voted to allow phone
companies to block unwanted ""robocalls"" by default as
policymakers grapple with billions of annual deceptive and
annoying calls.
  
"
6/6/19 12:30,UPDATE 1-U.S. FCC makes it easier for phone companies to block 'robocalls',"U.S. regulators on Thursday
voted to allow phone companies to block unwanted ""robocalls"" by
default as Americans grapple with billions of deceptive and
annoying calls every year.
  
"
6/6/19 16:30,?Final Fantasy? Soundtracks Come to Streaming Services,Many of the iconic scores for games including ?Final Fantasy VII? are officially on Spotify and Apple Music for the first time
6/8/19 9:03,"US antitrust case: What lies ahead for Apple, Facebook, Google and Amazon",US Senator Elizabeth Warren has made perhaps the most detailed case for breaking up and regulating the four companies
6/11/19 2:30,"Amazon beats Google as the most valuable brand, Apple clings on to 2nd spot","The brand value of Amazon surged by 52 per cent to $315 billion, global market research agency Kantar said in its 2019 100 Top BrandZ report"
6/11/19 9:30,New chip to let headphones respond to Amazon's Alexa by name,"Knowles Corp, a major supplier of
microphones to Apple's iPhone and many other smart devices, on
Tuesday released a new chip that will allow battery-powered
wireless headphones to respond to Amazon's Alexa voice assistant
by saying the assistant's name.
  
"
6/11/19 9:30,"U.S. Senator Warren urges antitrust chief to recuse himself from Google, Apple probes","Democratic U.S. Senator
Elizabeth Warren on Tuesday called on the Justice Department's
antitrust division chief, Makan Delrahim, to recuse himself from
the department's antitrust  investigations into Google and
Apple, saying his past lobbying for the companies raised
conflict of interest concerns.
  
"
6/11/19 10:30,Apple cancels plans for second data centre in Denmark,"Apple Inc said on
Tuesday it had decided to cancel plans for a second data centre
in Denmark and the company will expand its other site in the
country instead.
  
"
6/12/19 6:30,"UPDATE 1-The media has a big problem, Reuters Institute says: Who will pay for the news?","* Aggregators like Apple News eat into revenue
(Adds quote from report author)
  
"
6/13/19 19:00,Trump talks trade with Apple CEO Cook as China dispute looms,"U.S. President Donald Trump
met with Apple CEO Tim Cook on Thursday to discuss
trade, U.S. investment, immigration and privacy, a White House
spokesman said.
  
"
6/14/19 4:30,Japan Display says has not received notice about Chinese investment,"Apple Inc supplier Japan Display
Inc on Friday said it had not received notice from a
Chinese-Taiwanese consortium about a potential 80 billion yen
($740 million) investment, raising the possibility of a critical
delay in much-needed cash.
  
"
6/14/19 5:00,"Apple may hit $1 trn m-cap again if US, China strike trade deal: Analyst","A resolution of the trade spat at the Group of 20 meeting in Japan at the end of the month could add $20 to $25 per share for Apple in coming months, the analyst said"
6/14/19 5:30,UPDATE 1-Japan Display says has not received notice about Chinese investment,"Apple Inc supplier Japan Display
Inc said on Friday it had not received notice from a
Chinese-Taiwanese consortium about a potential 80 billion yen
($740 million) investment, raising the possibility of a critical
delay in much-needed cash.
  
"
6/14/19 6:00,India set to levy higher tariffs on some U.S. goods next week - sources,"India is preparing to impose
higher tariffs on some U.S. goods including almonds, walnuts and
apples next week after a delay of about a year, two sources
said, following Washington's withdrawal of key trade privileges
for New Delhi.
  
"
6/14/19 7:00,RPT-India set to levy higher tariffs on some U.S. goods next week - sources,"India is preparing to impose
higher tariffs on some U.S. goods including almonds, walnuts and
apples next week after a delay of about a year, two sources
said, following Washington's withdrawal of key trade privileges
for New Delhi.
  
"
6/15/19 14:30,UPDATE 1-India to impose retaliatory tariffs on 28 U.S. goods from Sunday,"India will impose higher
retaliatory tariffs on 28 U.S. products including almonds,
apples and walnuts from Sunday, following Washington's
withdrawal of key trade privileges for New Delhi.
  
"
6/16/19 2:00,"Muzzafarpur continues to grapple with Encephalitis, death toll rises to 80",Union Health Minister Harsh Vardhan arrived in the state capital today to review public health measures for containment and management of the AES
6/16/19 21:30,Japan Display says Taiwan's TPK decided against investing,"Japan Display Inc on
Monday said it has received notice from TPK Holding Co Ltd
that the Taiwanese flat screen maker has decided
against investing in the Apple Inc supplier.
  
"
6/17/19 10:00,"HSBC opens in Cupertino, promises 50 new U.S. branches","The North American arm of HSBC Holdings
Plc has opened a branch in Apple Inc's home town of
Cupertino, California, and intends to add up to 50 branches in
new and existing markets, the bank said in a statement on
Monday.
  
"
6/17/19 10:30,"UPDATE 1-HSBC opens in Apple's hometown, promises 50 new U.S. branches","The U.S. arm of HSBC Holdings Plc
announced plans to expand its branch network by around
a quarter on Monday as it opened a new location in Apple Inc's
home town of Cupertino, California.
  
"
6/17/19 11:31,"UPDATE 2-HSBC opens in Apple's home town, plans 50 new U.S. branches","The U.S. arm of HSBC Holdings Plc
announced plans on Monday to expand its branch network
by around a quarter as it opened a new location in Apple Inc's
home town of Cupertino, California.
  
"
6/19/19 6:00,Apple explores moving 15-30% of production capacity from China - Nikkei,"Apple Inc has asked its major
suppliers to assess the cost implications of moving 15% to 30%
of their production capacity from China to Southeast Asia as it
prepares for a restructuring of its supply chain, according to a
Nikkei Asian Review report on Wednesday.
  
"
6/19/19 6:30,UPDATE 1-Apple explores moving 15-30% of production capacity from China - Nikkei,"Apple Inc has asked its major
suppliers to assess the cost implications of moving 15%-30% of
their production capacity from China to Southeast Asia as it
prepares for a restructuring of its supply chain, according to a
Nikkei Asian Review report on Wednesday.
  
"
6/19/19 7:30,India may gain as Apple explores moving production capacity from China,"The countries being considered include Mexico, India, Vietnam, Indonesia and Malaysia. India and Vietnam are among the favorites for smartphones, Nikkei said"
6/19/19 8:30,RPT-UPDATE 1-Apple explores moving 15-30% of production capacity from China - Nikkei,"Apple Inc has asked its major
suppliers to assess the cost implications of moving 15%-30% of
their production capacity from China to Southeast Asia as it
prepares for a restructuring of its supply chain, according to a
Nikkei Asian Review report on Wednesday.
  
"
6/19/19 9:30,UPDATE 2-Apple explores moving 15-30% of production capacity from China - Nikkei,"Apple Inc has asked its major
suppliers to assess the cost implications of moving 15%-30% of
their production capacity from China to Southeast Asia as it
prepares for a restructuring of its supply chain, according to a
Nikkei Asian Review report on Wednesday.
  
"
6/19/19 10:30,Apple says iPhones can now be fixed at all U.S. Best Buy stores,"Apple Inc and Best Buy Co Inc
said on Wednesday that they have extended a partnership
that will allow the Minneapolis-based retailer's technicians fix
iPhones at any Best Buy store in the United States.
  
"
6/19/19 17:31,UPDATE 3-Apple explores moving 15-30% of production capacity from China - Nikkei,"Apple Inc has asked its major
suppliers to assess the cost implications of moving 15%-30% of
their production capacity from China to Southeast Asia as it
prepares for a restructuring of its supply chain, according to a
Nikkei Asian Review report on Wednesday.
  
"
6/20/19 10:30,Apple says U.S. tariffs on China to hurt global competitiveness,"Apple Inc said
proposed U.S. tariffs on goods from China, including iPhones,
iPads, and Macs, will reduce the company's contributions to the
U.S. economy and hurt its global competitiveness.
  
"
6/20/19 11:00,UPDATE 1-Apple says U.S. tariffs on China to hurt global competitiveness,"Apple Inc said
proposed U.S. tariffs on goods from China, including iPhones,
iPads, and Macs, will reduce the company's contributions to the
U.S. economy and hurt its global competitiveness.
  
"
6/20/19 11:32,REFILE-UPDATE 1-Apple says U.S. tariffs on China to hurt global competitiveness,"Apple Inc said
proposed U.S. tariffs on goods from China, including iPhones,
iPads, and Macs, will reduce the company's contributions to the
U.S. economy and hurt its global competitiveness.
  
"
6/20/19 13:30,"UPDATE 2-Apple, Keurig Dr Pepper, Dollar Tree press U.S. to drop China tariff plan","Apple Inc, Keurig Dr
Pepper Inc and Dollar Tree Inc have joined
other companies in their opposition to a Trump administration
plan for more U.S. tariffs on Chinese goods, including iPhones,
Macs, and single-serve coffee brewers.
  
"
6/20/19 14:01,Apple recalls certain older MacBook Pro units,"Apple Inc said on Thursday it
would recall a limited number of 15-inch MacBook Pro units as
their batteries are susceptible to overheating and pose a ""fire
safety risk"".
  
"
6/20/19 16:30,"UPDATE 3-Apple, Keurig Dr Pepper, Dollar Tree press U.S. to drop China tariff plan","Apple Inc, Keurig Dr
Pepper Inc and Dollar Tree Inc filed public
comments on Thursday urging the U.S. government to drop plans
for tariffs on Chinese imports that would raise the cost of
consumer products from iPhones to coffee pods.
  
"
6/20/19 17:00,"UPDATE 4-Apple, Keurig Dr Pepper, Dollar Tree press U.S. to drop China tariff plan","Apple Inc, Keurig Dr
Pepper Inc and Dollar Tree Inc have joined
other companies in their opposition to a Trump administration
plan for more U.S. tariffs on Chinese goods, including iPhones,
Macbooks, and single-serve coffee brewers.
  
"
6/20/19 18:30,U.S. FTC objects to Qualcomm's submission of Apple documents in antitrust case,"The U.S. Federal Trade Commission on
Thursday objected to a move by mobile chip supplier Qualcomm Inc
to introduce internal Apple Inc documents in
its fight to stop the enforcement of a May antitrust ruling.
  
"
6/20/19 19:00,UPDATE 1-U.S. FTC objects to Qualcomm submission of Apple documents in antitrust case,"The U.S. Federal Trade Commission on
Thursday objected to a move by mobile chip supplier Qualcomm Inc
to introduce internal Apple Inc documents in
its fight to stop the enforcement of a May antitrust ruling.
  
"
6/20/19 20:00,"UPDATE 5-Apple, Keurig Dr Pepper, Dollar Tree, Fitbit press U.S. to drop China tariff plan","Apple Inc, Keurig Dr
Pepper Inc, Dollar Tree Inc and Fitbit Inc
have joined other companies in filing letters of
opposition to a Trump administration plan for more U.S. tariffs
on Chinese goods, including iPhones, MacBooks, and single-serve
coffee brewers.
  
"
6/21/19 2:00,Foxconn's new chairman says no plan to increase production capacity outside China,"The new chairman of Foxconn
said on Friday the Apple Inc supplier had no
plan to increase production capacity outside China at the
moment.
  
"
6/21/19 8:00,Apple recalls older generation 15-inch MacBook Pro over battery fire risk,"Customers can get an affected 15-inch MacBook Pro battery replaced free of charge, Apple said in a statement on Thursday"
6/21/19 15:00,U.S. Senate Democrats ask for details on antitrust probes into tech firms,"Seven U.S. Senate Democrats asked the
Trump administration on Friday to disclose details of possible
Federal Trade Commission and Justice Department antitrust
investigations into Amazon.com Inc, Facebook Inc
, Alphabet Inc and Apple Inc.
  
"
6/21/19 16:00,UPDATE 1-U.S. Senate Democrats ask for details on antitrust probes into Big Tech,"Seven U.S. Senate Democrats
asked the Trump administration on Friday to disclose details of
possible Federal Trade Commission and Justice Department
antitrust investigations into Amazon.com Inc, Facebook
Inc, Alphabet Inc and Apple Inc.
  
"
6/22/19 5:03,Pompeo to raise almond tariff issue with PM Modi,"Ahead of Secretary of State Mike Pompeo's visit to India, an American lawmaker has asked him to take up the issue of increased tariff on almonds during his meeting with PM Modi. India has announced a hike in customs duties on as many as 28 US products, including almond, apple, pulses and walnut, in response to higher tariffs imposed by US on Indian products."
6/24/19 5:02,Apple likely to launch MacBook Pro with a 16-inch screen later this year,The upcoming MacBook Pro is expected to feature an LCD panel from LG display of 3072 x 1920 resolution
6/24/19 14:00,Apple says it collects fee on less than 1% of Spotify users,"Music streaming service Spotify
Technology SA pays Apple Inc a 15% fee on
about 680,000 of its 100 million premium customers, Apple
disclosed in a response to Spotify's complaint with European
antitrust regulators.
  
"
6/25/19 4:01,"Apple hits back at Spotify, cites subscription stats in EU antitrust case","In its complaint with the EU, Spotify said that Apple requires it and other digital services to pay a 30 per cent tax on purchases made through Apple's payment system"
6/25/19 8:30,"Apple releases iOS 13, iPadOS public beta for iPhone, iPad: Know features","The final version of the new iPhone and iPad operating systems is scheduled to release later this year, most likely by September"
6/25/19 13:30,"Watch Thom Yorke Discuss New Album ANIMA, Alexandria Ocasio-Cortez, More in New Interview","He talked about the solo record?s origins, Boris Johnson, and more with Zane Lowe on Apple Music?s Beats 1"
6/27/19 22:30,"Johny Ive, designer of ipod, macbook and iphone quits Apple after 3 decades","British-born Ive joined Apple in 1992 and designed the iPod, iPhone, iPad and Macbook as well as the iOS software system for Apple devices"
6/28/19 0:30,Chance the Rapper Mixtapes Acid Rap and 10Day Hit Streaming: Listen,The debut projects from Chance are available on Apple Music and Spotify for the first time ever
6/28/19 13:00,"Mac Pro, only major Apple device made in US to be produced in China: Report","The company will use Quanta Computer Inc. to make the $6,000 desktop computer and is ramping up production at a factory near Shanghai, the Wall Street Journal reported"
6/28/19 17:00,"Inside Apple's long goodbye to Jony Ive, the man who designed the iPhone","Ive led a stable, close-knit team of designers who created the slick look and feel of Apple's hardware and software for more than two decades"
6/29/19 4:31,"Apple of Jobs? eye says goodbye to co, to start new firm","Jonathan ?Jony? Ive has been leaving Apple for years. When it was finally made official on Thursday, there was nevertheless handwringing about the company?s future. Ive led a stable, close-knit team of designers who contributed to key Apple hardware and software designs for more than two decades. Ive will start his own design company, Apple said on Thursday."
7/1/19 18:30,Fiona Apple Donating 2 Years of ?Criminal? Royalties to Help Refugees,"?I could write a song about this and maybe I will but for now, I will use ?CRIMINAL? to help the WRONGLY criminalized get justice.?"
7/2/19 13:30,Fiona Apple pledges to donate royalties from 'Criminal' to help refugees,This is no criminal act.
7/3/19 11:04,Budget 2019: The biggest challenges facing FM,"India?s first full-time female finance minister in almost five decades, Nirmala Sitharaman, has held a wide range of jobs. She rode aboard a fighter jet as defence minister. As head of the trade department she grappled with falling exports. Sitharaman has been a national spokeswoman for the Bharatiya Janata party (BJP), and in younger days she's worked in London."
7/4/19 1:06,Apple cuts ties with L&T Infotech following alleged immigration procedure violation,L&T Infotech (LTI) is being questioned by the United States Citizenship and Immigration Services (USCIS) for documentary discrepancy and procedural lapse related to one of its key customers ? Apple. The development is said to have deeply soured the relationship between LTI and the iPhone maker.
7/11/19 7:03,French parliament passes law taxing digital giants," France on Thursday became the first major economy to impose a tax on digital giants, with parliament passing the legislation in defiance of a probe ordered by President Donald Trump that could trigger reprisal tariffs. The legislation -- dubbed the GAFA tax -- an acronym for Google, Apple, Facebook and Amazon -- was passed by a simple show of hands in the Senate upper house after previously being passed by the National Assembly lower chamber."
7/11/19 23:30,Apple's India-made iPhones to hit stores next month; price drop likely,"Apple's devices are coveted by millions of Indians, but its premium pricing has limited its market share to a meagre 1% to the gain of rivals such as China's OnePlus"
7/12/19 0:35,Apple's India-made top-end iPhones to hit stores next month: Report,"Apple Inc?s top-end iPhones, assembled in India by Foxconn?s local unit, are likely to hit Indian stores next month, a source said, potentially helping the tech giant drop prices in the world?s second-biggest smartphone market. The India-made iPhone XR and XS devices are expected to hit the market by August."
7/14/19 9:01,Gold for Vinesh Phogat at Yasar Dogu International,"Star India grappler Vinesh Phogat won her second consecutive gold in 53kg, winning the Yasar Dogu International with a commanding victory over Russia's Ekaterina Poleshchuk in Istanbul."
7/17/19 6:00,Sachin Bansal's fund invests Rs 20 cr in consumer electronics start-up boAt,"In a sector dominated by established global brands such as Apple, Samsung and Bose, the consumer electronics start-up said it sells over 8,000 units per day"
7/24/19 9:30,An apple carries about 100 million bacteria -- good luck washing them off,"A new study shows that organic apples harbor a more diverse and balanced bacterial community -- which could make them healthier and tastier than conventional apples, as well as better for the environment."
7/25/19 22:30,"SoftBank announces new $108-billion Vision Fund with Apple, Microsoft",SoftBank wants to raise a new massive fund every two or three years to take advantage of opportunities he sees in cutting-edge technologies
7/26/19 2:30,Apple pays $1 billion for Intel unit in push for chip independence,"Apple Inc took a major step toward supplying its own smartphone chips by purchasing the majority of Intel Corp's modem business in a deal valued at $1 billion, the companies said on Thursday."
7/26/19 3:00,Apple gets into 5G race; acquires Intel phone modem business for $1 billion,"Apple will hold over 17,000 wireless technology patents, ranging from protocols for cellular standards to modem architecture and modem operation"
7/27/19 0:01,Was there a plot to injure Bajrang Punia during trials?,"Sources told TOI that there was a strong possibility of a fellow grappler harming Bajrang Punia, but a timely tip-off by the men?s freestyle coaches led to the federation stopping the wrestler from competing in Bajrang?s weight category ? 65kg. The wrestler under suspicion had come for his mandatory weigh-in at 6am on Friday, but the federation did not allow him to take it."
7/29/19 1:30,Florist: Emily Alone,"Emily Sprague?s folk music turns solitude into an evocation of spirits. Her latest album as Florist grapples with change, death, and uncertainty with some of the most arresting songwriting of the year."
7/30/19 21:30,Fate of Apple's post-iPhone life still tied to the flagship smartphone,"All the company's major services and wearables, including the watch and AirPods headphones, require or work best with the Apple smartphone"
7/31/19 17:30,Apple clocks double-digit revenue growth in India; iPhone shipment up 19%,iPhone shipments fell 11% in the quarter globally
8/1/19 1:34,"India has bounced back, says Apple CEO Tim Cook","Apple CEO Tim Cook said the company witnessed double-digit growth in India in the last quarter, signalling strong momentum after its revised India pricing strategy. ?In emerging markets, we returned to growth in China, grew strong double digits in India and Brazil and we set new Q3 records in Thailand, Vietnam and Philippines,? he said."
8/2/19 8:33,Apple halts Siri response grading program,Following some privacy concerns Apple Inc suspended its global program where it analysed recordings from users interacting with its voice assistant Siri. The decision comes in light of an earlier media report which said Apple?s contractors around the globe tasked with reviewing the recordings regularly heard confidential information and private conversations.
8/4/19 10:04,Vinesh Phogat wins third successive gold in 53kg,Star India grappler Vinesh Phogat has bagged her third consecutive gold in women's 53kg category after winning the Poland Open wrestling tournament in Warsaw.
8/6/19 8:04,Apple rolls out virtual credit card for select consumers,"Apple Inc rolled out its credit card on Tuesday, working with Goldman Sachs Group Inc on the new iPhone add-on that may help Apple diversify from sales and build out the Wall Street bank's consumer business. The card is designed to work with iPhone, where users sign up for the card and can start using it immediately if approved via Apple Wallet app & Apple Pay system."
8/8/19 0:31,Grapplers meet their match: Bajrang Punia may wed Sangeeta,"Bajrang Punia, world No.1 in 65kg category is learnt to have found his match in Sangeeta, youngest of the Phogat sisters. Confirming the development, Mahavir Singh, trainer and father of the Phogat sisters, told TOI that the couple has been seeing each other for close to three years now. Bajrang and Sangeeta are likely to marry after the Tokyo Olympics."
8/9/19 7:30,"Apple iPhone 7, iPhone 7 Plus price details revealed, goes up to Rs 92,000","The iPhone 7 Plus 32GB, 128GB and 256GB will cost Rs 72,000, Rs 82,000 and Rs 92,000 respectively"
8/9/19 7:31,"Apple slashes prices of iPhone 6s and iPhone 6s Plus by up to Rs 22,000","Apple has announced biggest-ever price drop for its smartphones in India. Under the new pricing, iPhone 6S (128GB), carying an MRP of Rs 82,000, will now be available at an MRP of Rs 60,000. iPhone 6s Plus (128GB) will now be available at an MRP of Rs 70,000,  the smartphone too has received a price cut of Rs 22,000. Apple's 4-inch smartphone iPhone SE, too has got a price cut. The 64GB version of iPhone SE will now be available at Rs 44,000."
8/9/19 7:35,Apple iOS 10 surpasses iOS 9 in early adoption in just 24 hours,"iOS 10 reached 14.45% of eligible devices in the first 24 hours of its release. In comparison, iOS 9 was on 12.60% of eligible device within 24 hours of it being released for all users."
8/9/19 7:36,"Apple iPhone 7, iPhone 7 Plus available for pre-order in India",All those Apple fans out there in India waiting desperately to lay there hands on the next iPhones -- iPhone 7 and iPhone 7 Plus -- can now pre-order the new smartphones.
8/9/19 7:36,"Apple CEO Tim Cook on India, Steve Jobs, missteps and more","Apple CEO Tim Cook is a man of few words. In an interview to Washington Post, the usually reticent CEO of one of the world's most valuable company talked about a number of things including the 'enormous India opportunity', Steve Jobs, mistakes made during his tenure so far and much more."
8/9/19 7:39,"Apple watchOS 3, tvOS 10: Top features and download guide","To download watchOS 3, users are recommended to install the latest iOS version and keep the Apple Watch?s minimum charge of up to 50%."
8/9/19 7:43,"iOS 10: Ten new features your iPhones, iPads are set to get",Apple's latest mobile operating system -- iOS 10 -- is rolling our to users globally starting today.
8/9/19 7:46,Apple iOS 10 download: Update marred by glitches,"Several user reports and news websites mentioned that after the installation process the handset showed an error prompting users to plug it to iTunes on a PC. On connecting, another error cropped up which read, ?There is a problem with the iPhone 'iPhone' that requires it to be updated or restored.?"
8/9/19 7:48,"Now, shoot RAW images from your iPhone","Apple has announced that it will be adding the ability to capture RAW images to iPhones, starting with iOS 10. While the stock iOS camera app doesn?t have the functionality to capture RAW images, iPhone users can use Adobe?s Lightroom app for the same."
8/9/19 7:49,Apple iOS 10 India update: Complete download guide,
8/12/19 11:30,Apple releases first look at star-powered drama 'The Morning Show',"Reese Witherspoon, Steve Carell and Jennifer Aniston are ready to give viewers the full story on ""The Morning Show,"" a new drama coming to Apple TV+."
8/12/19 17:30,Oklahoma latest to grapple with online school problems,"
  
"
8/14/19 14:04,Wrestler Deepak Punia becomes junior World champion,"Grappler Deepak Punia on Wednesday became India's first junior World Champion in 18 years after he claimed a gold medal at the junior worlds with a win over Russia's Alik Shebzukhov at Tallinn, Estonia. Punia will also represent India at the upcoming World Championship in Kazakhstan, having won the trials."
8/16/19 7:00,"Apple, EU set for September showdown over euro 13 bn record tax bill","The EU's General Court, its second-highest tribunal, will hear arguments in the challenges by the iPhone maker and Ireland over two days set for Sept. 17-18"
8/17/19 5:31,Trump says Apple will spend 'vast sums' in US,"US President Donald Trump said on Friday that tech giant Apple would be spending ""vast sums"" of money in the US in a tweet ahead of a dinner meeting with its CEO Tim Cook."
8/19/19 10:30,'The Morning Show' trailer previews the drama behind AM TV,"In Apple's new drama ""The Morning Show,"" the bad blood brewing behind the scenes of the program at its center is stronger than most average cups of AM coffee."
8/19/19 11:00,"Wall Street rallies on stimulus cheer, Apple gains; Dow rises 280 points","The rally was also helped by easing demand for safe-haven government bonds, with investors looking for bargains in beaten-down stocks after three weeks of declines"
8/22/19 7:30,"Apple to bring three new iPhones, iPad upgrades, larger MacBook Pro","The handsets will likely go on sale in September, contributing to fiscal fourth-quarter sales. But the real test will come in the crucial holiday season"
8/25/19 17:04,Apple warns not to keep its credit card by leather. Or denim. Or loose change.,Apple's new titanium credit card comes with a potential headache that will be familiar to iPhone users everywhere: It can get scuffed up a little too easily in the real world.
8/26/19 3:00,Apple's $44 billion valuation drop shows growing cost of reliance on China,US President Donald Trump this weekend 'ordered' American companies to immediately start looking for alternatives to manufacturing in China
8/26/19 8:01,DGCA bans certain models of Apple MacBook Pro on flights,Flyers in India will not be allowed to carry certain models of Apple MacBook Pro laptops on flights due to concerns that their batteries may overheat and catch fire. The DGCA said it ?requests all air passengers not to fly with the affected models either as hand baggage or checked-in baggage.
8/28/19 17:30,"Apple, IKEA gain after local-sourcing norms eased for single-brand retail","According to the Cabinet decision taken on Wednesday, all procurement in India - for domestic or export markets - will be accepted as local sourcing"
8/28/19 23:01,Apple to start online sales in India after govt eases local sourcing rules,"The new investment rules could provide a boost to Apple, allowing it to grow sales in the country and possibly help it reduce its dependency on China by building an alternative supply chain in India"
8/29/19 8:00,An Indian factory's ambitious aim to make iPhones outside China,"In recent months, workers began testing and assembling Apple's iPhone X, which will be sold in India first and eventually exported"
8/29/19 12:00,"Govt sees gain in US-China trade war, to woo foreign firms like Apple","Govt ministries asked to submit their policies and incentive structures for Invest India, luring companies affected by US-China dispute."
9/1/19 4:00,"Apple planning to set up three physical outlets, an online store in India","In a major push to single-brand retail, the government last week had relaxed FDI norms, offering players more flexibility on local sourcing norms"
9/3/19 4:30,Apple to Samsung: 75 new smartphone models to kick off festive season sales,The euphoria is clearly visible in activities of the smartphone majors
9/5/19 10:07,Bajrang gets top billing at World Championships,"India's top grappler Bajrang Punia has been handed the top billing in the men's 65kg freestyle category at the World Championships, slated to begin in Nur-Sultan, Kazakhstan from September 14."
9/10/19 8:30,"Apple to reveal streaming prices, no big change in iPhones till 5G rollout","While the iPhone still makes up more than half of Apple's sales, Tuesday's event may nudge it off center stage after a decade in the limelight"
9/10/19 11:00,"Apple event 2019 LIVE: Apple to launch iphone 11, MacBook Pro, and more","Apple is likely to release three new iPhones -- iPhone 11, iPhone 11 Pro and iPhone 11 Max. Apart from the new iPhones, Apple Watch  series 5 and 16-inch MacBook Pro could also be announced today"
9/10/19 23:00,Apple gets real: Confronts growth-starved reality with new business model,The hustle is all about Apple's willingness to do something against its nature: go wide in the number of devices and internet-tethered products it offers
9/11/19 5:30,Apple's iPhone 11 runs the risk of falling behind in China without 5G,"Apple on Tuesday launched new iPhones with added cameras, upgraded processors, refreshed design, better batteries and faster charging"
9/12/19 0:40,"Older Apple devices now cheaper, expect more cuts","This is perhaps one of the most combative charge that Apple is making in the Indian market and the aggressive pricing of Rs 64,900 -- for iPhone 11 -- has seen handsome cuts to the lower variants ranging from the iPhone 7, XR and XS. The cuts are in the range of 10-30%, resulting in savings up to Rs 20,000, which could go up further as we enter the festive season."
9/12/19 18:33,The iPhone 11 is here but is it worth the upgrade?,"Apple unveiled its latest slate of iPhones on Tuesday at a widely-covered media event at its campus in Cupertino, California."
9/13/19 0:00,"Best of BS Opinion: The legacy issues of PSBs, Apple's new bite and more",Here's a selection of Business Standard opinion pieces for the day
9/13/19 10:03,The new network shows to watch and the ones to skip,"The major networks were once the centerpiece of the fall in terms of pop culture. Now, they're just one more group crying for attention, in a fourth-quarter that will see an onslaught of streaming and cable fare and the launch of studio-backed streaming service Disney+ as well as Apple TV+."
9/16/19 7:00,Apple takes on EU's powerful antitrust chief in world's biggest tax case,The court must now weigh whether regulators were right to levy a record $14.4 billion tax bill
9/16/19 13:00,Amazon falls after report that co prioritised profit in its search listings,"Digital giants including Amazon, Apple, Google and Facebook are under scrutiny for how they govern their sprawling online platforms"
9/16/19 20:41,Apple set to ring in $1 billion investment,
9/17/19 18:00,"Apple blasts $14 bn EU tax order, says it 'defies reality and common sense'",Ireland also challenges European Commission's crackdown on sweetheart deals to multinationals.
